actual_time,comp_level,event_key,key,match_number,post_result_time,predicted_time,set_number,time,winning_alliance,alliances.blue.score,alliances.red.score,score_breakdown.blue.adjustPoints,score_breakdown.blue.autoPoints,score_breakdown.blue.bay1,score_breakdown.blue.bay2,score_breakdown.blue.bay3,score_breakdown.blue.bay4,score_breakdown.blue.bay5,score_breakdown.blue.bay6,score_breakdown.blue.bay7,score_breakdown.blue.bay8,score_breakdown.blue.cargoPoints,score_breakdown.blue.completeRocketRankingPoint,score_breakdown.blue.completedRocketFar,score_breakdown.blue.completedRocketNear,score_breakdown.blue.endgameRobot1,score_breakdown.blue.endgameRobot2,score_breakdown.blue.endgameRobot3,score_breakdown.blue.foulCount,score_breakdown.blue.foulPoints,score_breakdown.blue.habClimbPoints,score_breakdown.blue.habDockingRankingPoint,score_breakdown.blue.habLineRobot1,score_breakdown.blue.habLineRobot2,score_breakdown.blue.habLineRobot3,score_breakdown.blue.hatchPanelPoints,score_breakdown.blue.lowLeftRocketFar,score_breakdown.blue.lowLeftRocketNear,score_breakdown.blue.lowRightRocketFar,score_breakdown.blue.lowRightRocketNear,score_breakdown.blue.midLeftRocketFar,score_breakdown.blue.midLeftRocketNear,score_breakdown.blue.midRightRocketFar,score_breakdown.blue.midRightRocketNear,score_breakdown.blue.preMatchBay1,score_breakdown.blue.preMatchBay2,score_breakdown.blue.preMatchBay3,score_breakdown.blue.preMatchBay6,score_breakdown.blue.preMatchBay7,score_breakdown.blue.preMatchBay8,score_breakdown.blue.preMatchLevelRobot1,score_breakdown.blue.preMatchLevelRobot2,score_breakdown.blue.preMatchLevelRobot3,score_breakdown.blue.rp,score_breakdown.blue.sandStormBonusPoints,score_breakdown.blue.techFoulCount,score_breakdown.blue.teleopPoints,score_breakdown.blue.topLeftRocketFar,score_breakdown.blue.topLeftRocketNear,score_breakdown.blue.topRightRocketFar,score_breakdown.blue.topRightRocketNear,score_breakdown.blue.totalPoints,score_breakdown.red.adjustPoints,score_breakdown.red.autoPoints,score_breakdown.red.bay1,score_breakdown.red.bay2,score_breakdown.red.bay3,score_breakdown.red.bay4,score_breakdown.red.bay5,score_breakdown.red.bay6,score_breakdown.red.bay7,score_breakdown.red.bay8,score_breakdown.red.cargoPoints,score_breakdown.red.completeRocketRankingPoint,score_breakdown.red.completedRocketFar,score_breakdown.red.completedRocketNear,score_breakdown.red.endgameRobot1,score_breakdown.red.endgameRobot2,score_breakdown.red.endgameRobot3,score_breakdown.red.foulCount,score_breakdown.red.foulPoints,score_breakdown.red.habClimbPoints,score_breakdown.red.habDockingRankingPoint,score_breakdown.red.habLineRobot1,score_breakdown.red.habLineRobot2,score_breakdown.red.habLineRobot3,score_breakdown.red.hatchPanelPoints,score_breakdown.red.lowLeftRocketFar,score_breakdown.red.lowLeftRocketNear,score_breakdown.red.lowRightRocketFar,score_breakdown.red.lowRightRocketNear,score_breakdown.red.midLeftRocketFar,score_breakdown.red.midLeftRocketNear,score_breakdown.red.midRightRocketFar,score_breakdown.red.midRightRocketNear,score_breakdown.red.preMatchBay1,score_breakdown.red.preMatchBay2,score_breakdown.red.preMatchBay3,score_breakdown.red.preMatchBay6,score_breakdown.red.preMatchBay7,score_breakdown.red.preMatchBay8,score_breakdown.red.preMatchLevelRobot1,score_breakdown.red.preMatchLevelRobot2,score_breakdown.red.preMatchLevelRobot3,score_breakdown.red.rp,score_breakdown.red.sandStormBonusPoints,score_breakdown.red.techFoulCount,score_breakdown.red.teleopPoints,score_breakdown.red.topLeftRocketFar,score_breakdown.red.topLeftRocketNear,score_breakdown.red.topRightRocketFar,score_breakdown.red.topRightRocketNear,score_breakdown.red.totalPoints,blue.robot1,blue.robot2,blue.robot3,red.robot1,red.robot2,red.robot3,district
1551568086,qm,2019wamou,2019wamou_qm15,15,1551568300,1551568201,1,1551566040,blue,51,47,0,15,Panel,Panel,Panel,None,Panel,Panel,Panel,Panel,6,FALSE,FALSE,FALSE,HabLevel3,HabLevel1,HabLevel1,0,0,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,12,None,None,PanelAndCargo,None,Panel,None,Panel,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel1,HabLevel2,3,15,0,36,PanelAndCargo,None,Panel,None,51,0,9,Panel,Panel,Panel,Panel,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,12,FALSE,FALSE,FALSE,None,HabLevel3,HabLevel2,0,0,18,TRUE,CrossedHabLineInTeleop,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,8,None,None,None,None,None,None,None,None,Panel,Cargo,Cargo,Panel,Panel,Panel,HabLevel2,HabLevel2,HabLevel1,1,9,0,38,None,None,None,None,47,frc5803,frc3268,frc2980,frc2605,frc360,frc2930,pnw
1551568562,qm,2019wamou,2019wamou_qm16,16,1551568742,1551568624,1,1551566520,blue,78,23,0,12,None,Panel,Panel,Panel,PanelAndCargo,PanelAndCargo,PanelAndCargo,Panel,9,FALSE,FALSE,FALSE,HabLevel3,HabLevel1,None,0,18,15,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,None,24,Panel,Panel,None,Panel,None,None,None,Panel,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel2,HabLevel2,HabLevel1,3,12,0,48,None,None,None,Panel,78,0,9,None,PanelAndCargo,None,None,None,None,None,None,3,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,6,0,9,FALSE,CrossedHabLineInTeleop,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,2,None,None,None,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel2,HabLevel2,HabLevel1,0,9,0,14,None,None,None,None,23,frc2910,frc2147,frc4512,frc4683,frc3826,frc4089,pnw
1551569049,qm,2019wamou,2019wamou_qm17,17,1551569246,1551569080,1,1551567000,red,29,49,0,9,Panel,PanelAndCargo,PanelAndCargo,Panel,None,PanelAndCargo,PanelAndCargo,Panel,12,FALSE,FALSE,FALSE,HabLevel1,None,HabLevel1,0,0,6,FALSE,CrossedHabLineInSandstorm,None,CrossedHabLineInSandstorm,2,None,None,None,None,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel2,HabLevel1,0,9,0,20,None,None,None,None,29,0,9,None,None,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,18,FALSE,FALSE,FALSE,HabLevel1,HabLevel3,None,0,0,12,FALSE,None,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,10,Panel,PanelAndCargo,Panel,None,None,None,None,None,Cargo,Cargo,Cargo,Panel,Panel,Panel,HabLevel1,HabLevel2,HabLevel1,2,9,0,40,None,None,None,None,49,frc4173,frc5295,frc4513,frc949,frc2928,frc4309,pnw
1551569694,qm,2019wamou,2019wamou_qm18,18,1551569948,1551569821,1,1551567480,red,41,49,0,9,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,Panel,None,None,12,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,2,3,9,FALSE,CrossedHabLineInTeleop,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,8,None,None,None,None,None,None,None,None,Cargo,Cargo,Panel,Cargo,Cargo,Cargo,HabLevel2,HabLevel1,HabLevel2,0,9,0,29,None,None,None,None,41,0,15,Panel,Panel,PanelAndCargo,PanelAndCargo,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,15,FALSE,FALSE,FALSE,None,None,HabLevel1,1,6,3,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,10,None,Panel,None,Panel,None,Panel,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel1,HabLevel2,2,15,0,28,None,Panel,None,None,49,frc2605,frc2910,frc3219,frc1983,frc1318,frc3238,pnw
1551570166,qm,2019wamou,2019wamou_qm19,19,1551570366,1551570242,1,1551567960,blue,30,23,0,6,Panel,Panel,PanelAndCargo,PanelAndCargo,PanelAndCargo,Panel,Panel,Panel,9,FALSE,FALSE,FALSE,None,None,HabLevel1,0,0,3,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInTeleop,CrossedHabLineInSandstorm,12,Panel,None,Panel,None,None,None,None,None,Panel,Panel,Panel,Cargo,Cargo,Panel,HabLevel1,HabLevel2,HabLevel1,2,6,0,24,None,None,None,None,30,0,6,None,None,None,Panel,PanelAndCargo,None,None,Panel,3,FALSE,FALSE,FALSE,HabLevel1,None,HabLevel1,0,0,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInTeleop,CrossedHabLineInSandstorm,8,None,None,Panel,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel1,HabLevel1,HabLevel1,0,6,0,17,None,None,None,None,23,frc4309,frc4683,frc4682,frc7627,frc4579,frc4513,pnw
1551556598,qm,2019wamou,2019wamou_qm2,2,1551556838,1551556628,1,1551555420,blue,50,30,0,15,Panel,PanelAndCargo,Panel,None,None,Panel,Panel,Panel,6,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,0,10,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,10,None,PanelAndCargo,None,Panel,None,Panel,None,Panel,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel1,HabLevel2,HabLevel2,2,15,0,25,None,None,None,Panel,50,0,9,PanelAndCargo,Panel,Panel,Panel,Panel,Panel,None,None,3,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,0,0,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,None,12,None,Panel,Panel,Panel,None,None,None,None,Panel,Panel,Panel,Cargo,Cargo,Cargo,HabLevel2,HabLevel1,HabLevel1,0,9,1,21,None,None,None,None,30,frc1778,frc4469,frc1983,frc2147,frc4089,frc7627,pnw
1551570640,qm,2019wamou,2019wamou_qm20,20,1551570858,1551570721,1,1551568440,,36,36,0,12,PanelAndCargo,PanelAndCargo,PanelAndCargo,Panel,None,Panel,None,PanelAndCargo,12,FALSE,FALSE,FALSE,HabLevel1,None,None,0,3,3,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,None,6,None,None,None,Panel,None,None,None,None,Panel,Panel,Panel,Cargo,Cargo,Panel,HabLevel2,HabLevel2,None,1,12,0,21,None,None,None,None,36,0,15,None,Panel,None,Panel,None,PanelAndCargo,PanelAndCargo,Panel,6,FALSE,FALSE,FALSE,None,HabLevel2,HabLevel1,1,0,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,6,None,None,Panel,None,None,None,None,None,Cargo,Panel,Cargo,Panel,Panel,Cargo,HabLevel1,HabLevel2,HabLevel2,1,15,0,21,None,None,None,None,36,frc4469,frc5803,frc949,frc1778,frc2147,frc3268,pnw
1551571179,qm,2019wamou,2019wamou_qm21,21,1551571391,1551571201,1,1551568920,red,27,50,0,12,None,None,None,None,None,None,PanelAndCargo,Panel,3,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,0,3,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,0,None,None,None,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Panel,Panel,HabLevel2,HabLevel1,HabLevel1,0,12,0,12,None,None,None,None,27,0,9,PanelAndCargo,PanelAndCargo,PanelAndCargo,Panel,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,18,FALSE,FALSE,FALSE,None,HabLevel3,HabLevel1,1,0,15,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInTeleop,8,None,Panel,None,None,None,Panel,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel1,HabLevel2,3,9,0,41,None,Panel,None,None,50,frc4173,frc4089,frc3049,frc4512,frc2930,frc4180,pnw
1551572266,qm,2019wamou,2019wamou_qm22,22,1551572448,1551572286,1,1551569400,red,33,34,0,15,PanelAndCargo,None,None,None,None,None,None,Panel,3,FALSE,FALSE,FALSE,HabLevel3,HabLevel1,None,0,0,15,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,0,None,None,None,None,None,None,None,None,Panel,Cargo,Cargo,Cargo,Cargo,Panel,HabLevel2,HabLevel2,HabLevel1,1,15,0,18,None,None,None,None,33,0,12,None,None,None,Panel,Panel,Panel,Panel,Panel,6,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,None,0,0,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,None,10,PanelAndCargo,None,PanelAndCargo,None,Panel,None,None,None,Cargo,Cargo,Cargo,Panel,Panel,Panel,HabLevel2,HabLevel2,None,2,12,0,22,None,None,None,None,34,frc360,frc3812,frc2903,frc3826,frc2928,frc5295,pnw
1551572659,qm,2019wamou,2019wamou_qm23,23,1551572844,1551572752,1,1551569880,red,32,52,0,12,Panel,PanelAndCargo,PanelAndCargo,PanelAndCargo,None,Panel,Panel,Panel,9,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,1,0,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,2,None,None,None,None,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel1,HabLevel1,0,12,0,20,None,None,None,None,32,0,15,Panel,PanelAndCargo,Panel,Panel,None,None,None,None,9,FALSE,FALSE,FALSE,HabLevel2,None,HabLevel1,0,3,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,16,PanelAndCargo,Panel,PanelAndCargo,None,Panel,None,Panel,None,Cargo,Cargo,Panel,Cargo,Cargo,Cargo,HabLevel2,HabLevel2,HabLevel1,2,15,0,34,None,None,None,None,52,frc3663,frc3786,frc1318,frc2147,frc2980,frc5683,pnw
1551573136,qm,2019wamou,2019wamou_qm24,24,1551573313,1551573242,1,1551570360,blue,36,24,0,15,Panel,Panel,PanelAndCargo,None,PanelAndCargo,Panel,Panel,Panel,9,FALSE,FALSE,FALSE,HabLevel1,None,HabLevel1,0,0,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,6,Panel,None,None,None,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel1,HabLevel2,2,15,0,21,None,None,None,PanelAndCargo,36,0,3,Panel,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,Panel,None,None,12,FALSE,FALSE,FALSE,None,HabLevel1,None,0,0,3,FALSE,None,CrossedHabLineInSandstorm,None,6,None,None,None,None,None,None,None,None,Panel,Panel,Panel,Cargo,Cargo,Cargo,HabLevel2,HabLevel1,None,0,3,0,21,None,None,None,None,24,frc3826,frc4173,frc4469,frc3268,frc4579,frc5295,pnw
1551573652,qm,2019wamou,2019wamou_qm25,25,1551573911,1551573841,1,1551570840,red,16,20,0,12,None,None,None,None,Panel,None,None,None,0,FALSE,FALSE,FALSE,None,None,None,1,0,0,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,4,Panel,None,None,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel2,HabLevel1,HabLevel1,0,12,0,4,None,None,None,None,16,0,9,Panel,None,None,None,Panel,Panel,Panel,Panel,0,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,None,0,3,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,None,2,None,None,None,None,None,None,None,None,Panel,Cargo,Cargo,Panel,Panel,Panel,HabLevel1,HabLevel2,None,2,9,0,8,None,None,None,None,20,frc2980,frc3049,frc2903,frc2605,frc3812,frc4683,pnw
1551574198,qm,2019wamou,2019wamou_qm26,26,1551574404,1551574262,1,1551571260,blue,65,18,0,12,None,None,None,Panel,Panel,PanelAndCargo,Panel,Panel,9,FALSE,FALSE,FALSE,HabLevel3,None,HabLevel2,0,10,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,16,PanelAndCargo,None,PanelAndCargo,Panel,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel1,HabLevel1,HabLevel2,3,12,0,43,None,None,None,None,65,0,6,None,None,None,None,None,None,None,None,0,FALSE,FALSE,FALSE,HabLevel1,None,HabLevel3,0,0,12,FALSE,None,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,0,None,None,None,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel2,HabLevel1,HabLevel1,0,6,1,12,None,None,None,None,18,frc2910,frc3786,frc360,frc4180,frc949,frc4089,pnw
1551574683,qm,2019wamou,2019wamou_qm27,27,1551574856,1551574801,1,1551571680,red,42,52,0,15,Panel,Panel,Panel,None,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,9,FALSE,FALSE,FALSE,HabLevel3,HabLevel1,HabLevel1,0,0,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,0,None,None,None,None,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel2,HabLevel1,1,15,0,27,None,None,None,None,42,0,12,None,None,None,Panel,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,12,FALSE,FALSE,FALSE,HabLevel3,HabLevel1,HabLevel1,0,0,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,10,Panel,Panel,Panel,None,None,None,None,None,Cargo,Cargo,Cargo,Panel,Panel,Panel,HabLevel1,HabLevel1,HabLevel2,3,12,0,40,None,None,None,None,52,frc1983,frc4512,frc7627,frc5803,frc4309,frc3663,pnw
1551575100,qm,2019wamou,2019wamou_qm28,28,1551575357,1551575221,1,1551572100,blue,48,34,0,12,Panel,Panel,Panel,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,15,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,1,6,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,6,Panel,None,None,PanelAndCargo,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel1,HabLevel1,HabLevel2,2,12,0,30,None,None,None,None,48,0,6,Panel,Panel,Panel,None,PanelAndCargo,None,PanelAndCargo,Panel,6,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,2,3,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInTeleop,CrossedHabLineInSandstorm,10,None,Panel,None,Panel,None,Panel,None,Panel,Panel,Panel,Panel,Cargo,Panel,Panel,HabLevel1,HabLevel1,HabLevel1,0,6,0,25,None,None,None,None,34,frc2930,frc1778,frc2928,frc4513,frc5683,frc4682,pnw
1551575575,qm,2019wamou,2019wamou_qm29,29,1551575814,1551575642,1,1551572520,blue,52,18,0,15,None,None,None,None,PanelAndCargo,None,Panel,None,6,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel3,0,3,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,10,None,PanelAndCargo,None,Panel,None,None,None,Panel,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel1,HabLevel2,HabLevel2,3,15,0,34,None,None,None,None,52,0,9,None,None,Panel,None,None,None,None,None,0,FALSE,FALSE,FALSE,None,HabLevel1,None,1,0,3,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,None,6,Panel,None,Panel,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel2,HabLevel1,None,0,9,0,9,None,None,None,None,18,frc3238,frc3826,frc5803,frc3219,frc3786,frc949,pnw
1551557671,qm,2019wamou,2019wamou_qm3,3,1551557904,1551557705,1,1551555960,blue,26,19,0,12,Panel,Panel,None,None,PanelAndCargo,None,PanelAndCargo,Panel,6,FALSE,FALSE,FALSE,None,HabLevel1,HabLevel1,0,0,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,2,None,None,None,None,None,None,None,None,Panel,Panel,Cargo,Cargo,Panel,Panel,HabLevel1,HabLevel1,HabLevel2,2,12,1,14,None,None,None,None,26,0,6,None,None,None,None,None,None,None,None,0,FALSE,FALSE,FALSE,None,None,HabLevel1,0,10,3,FALSE,None,None,CrossedHabLineInSandstorm,0,None,None,None,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel1,HabLevel1,HabLevel2,0,6,0,3,None,None,None,None,19,frc2930,frc5803,frc3219,frc3049,frc4682,frc3812,pnw
1551576032,qm,2019wamou,2019wamou_qm30,30,1551576348,1551576181,1,1551572940,red,45,50,0,15,PanelAndCargo,PanelAndCargo,PanelAndCargo,None,None,Panel,Panel,Panel,15,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,None,0,3,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,6,None,PanelAndCargo,None,PanelAndCargo,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel1,HabLevel2,HabLevel2,0,15,0,27,None,None,None,None,45,0,15,Panel,Panel,Panel,None,PanelAndCargo,None,Panel,None,9,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel3,1,0,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,8,None,PanelAndCargo,None,PanelAndCargo,None,None,None,None,Panel,Panel,Panel,Cargo,Cargo,Cargo,HabLevel2,HabLevel1,HabLevel2,3,15,0,35,None,None,None,None,50,frc4513,frc2980,frc2928,frc4469,frc4309,frc360,pnw
1551576648,qm,2019wamou,2019wamou_qm31,31,1551576858,1551576723,1,1551573360,blue,53,52,0,12,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,Panel,None,None,15,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel3,0,0,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,8,None,None,Panel,None,None,None,None,None,Panel,Panel,Panel,Cargo,Cargo,Cargo,HabLevel1,HabLevel1,HabLevel2,3,12,0,41,None,None,None,None,53,0,15,Panel,None,None,None,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,9,FALSE,FALSE,FALSE,HabLevel3,HabLevel1,HabLevel1,0,0,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,10,None,Panel,Panel,None,None,Panel,Panel,None,Panel,Cargo,Cargo,Panel,Panel,Panel,HabLevel1,HabLevel2,HabLevel2,1,15,0,37,None,Panel,None,None,52,frc4579,frc3049,frc1983,frc4089,frc4512,frc3812,pnw
1551577161,qm,2019wamou,2019wamou_qm32,32,1551577339,1551577141,1,1551573780,red,27,56,0,3,PanelAndCargo,PanelAndCargo,PanelAndCargo,None,None,PanelAndCargo,PanelAndCargo,Panel,15,FALSE,FALSE,FALSE,HabLevel1,None,HabLevel1,0,3,6,FALSE,CrossedHabLineInTeleop,None,CrossedHabLineInSandstorm,0,None,None,None,None,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel1,HabLevel1,0,3,0,21,None,None,None,None,27,0,9,Panel,None,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,15,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel3,1,0,18,TRUE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,14,Panel,None,None,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel1,HabLevel1,HabLevel1,3,9,0,47,None,None,None,None,56,frc5295,frc2605,frc1318,frc7627,frc1778,frc2910,pnw
1551577577,qm,2019wamou,2019wamou_qm33,33,1551577942,1551577747,1,1551574200,red,20,72,0,12,None,None,PanelAndCargo,None,None,None,None,None,3,FALSE,FALSE,FALSE,None,None,HabLevel1,4,0,3,FALSE,None,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,2,None,None,None,Panel,None,None,None,None,Cargo,Cargo,Panel,Cargo,Cargo,Cargo,HabLevel1,HabLevel2,HabLevel2,0,12,2,8,None,None,None,None,20,0,9,Panel,PanelAndCargo,PanelAndCargo,None,PanelAndCargo,PanelAndCargo,PanelAndCargo,PanelAndCargo,18,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,0,32,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInTeleop,CrossedHabLineInSandstorm,4,None,Panel,None,None,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel2,HabLevel2,HabLevel1,2,9,0,31,None,None,None,None,72,frc3238,frc3219,frc4173,frc3663,frc4683,frc2930,pnw
1551578283,qm,2019wamou,2019wamou_qm34,34,1551578465,1551578341,1,1551574620,red,32,36,0,15,None,None,PanelAndCargo,PanelAndCargo,None,PanelAndCargo,Panel,Panel,9,FALSE,FALSE,FALSE,None,None,HabLevel2,0,0,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,2,None,None,None,None,None,None,None,None,Cargo,Cargo,Panel,Panel,Panel,Panel,HabLevel2,HabLevel1,HabLevel2,0,15,0,17,None,None,None,None,32,0,12,PanelAndCargo,Panel,Panel,PanelAndCargo,Panel,None,PanelAndCargo,PanelAndCargo,12,FALSE,FALSE,FALSE,HabLevel1,None,HabLevel1,0,0,6,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,6,None,None,None,None,None,None,None,None,Panel,Panel,Cargo,Cargo,Panel,Panel,HabLevel1,HabLevel1,HabLevel2,2,12,0,24,None,None,None,None,36,frc4180,frc4682,frc2147,frc5683,frc2903,frc3268,pnw
1551578678,qm,2019wamou,2019wamou_qm35,35,1551578851,1551578760,1,1551575040,blue,45,8,0,15,Panel,PanelAndCargo,PanelAndCargo,PanelAndCargo,None,Panel,PanelAndCargo,Panel,12,FALSE,FALSE,FALSE,HabLevel1,HabLevel1,HabLevel1,0,3,9,FALSE,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,CrossedHabLineInSandstorm,6,Panel,None,Panel,None,None,None,None,None,Panel,Panel,Panel,Panel,Panel,Panel,HabLevel1,HabLevel2,HabLevel2,2,15,0,27,None,None,None,None,45,0,3,None,None,None,None,None,None,None,None,0,FALSE,FALSE,FALSE,HabLevel1,None,None,1,0,3,FALSE,CrossedHabLineInTeleop,None,CrossedHabLineInSandstorm,2,None,Panel,None,None,None,None,None,None,Cargo,Cargo,Cargo,Cargo,Cargo,Cargo,HabLevel1,HabLevel2,HabLevel1,0,3,0,5,None,None,None,None,8,frc4513,frc3238,frc3812,frc5295,frc2980,frc1778,pnw
